module_id,trait_in,trait_out,in_name,out_name,subpathway_cn,subpathway_en,pathway_class,rule_confidence,ratio_trait,direction_sign,suggested_forward_ratio_expr,suggested_reverse_ratio_expr,suggested_forward_ratio_name,suggested_reverse_ratio_name,fill_rule,note,norm_fwd,norm_rev
M_1169,GCST90200393,GCST90200437,Phosphate,fructose,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200771,-1.0,fructose / Phosphate,Phosphate / fructose,fructose / Phosphate,Phosphate / fructose,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Phosphate to fructose ratio；严格按 reportedTrait 中 'to' 分割：in=Phosphate, out=fructose；in/out 分属不同已知Subpathway",fructose/phosphate,phosphate/fructose
M_1170,GCST90200393,GCST90200304,Phosphate,citrate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200772,-1.0,citrate / Phosphate,Phosphate / citrate,citrate / Phosphate,Phosphate / citrate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Phosphate to citrate ratio；严格按 reportedTrait 中 'to' 分割：in=Phosphate, out=citrate；in/out 分属不同已知Subpathway",citrate/phosphate,phosphate/citrate
M_1171,GCST90200415,GCST90200302,Serine,alpha-tocopherol,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200773,-1.0,alpha-tocopherol / Serine,Serine / alpha-tocopherol,alpha-tocopherol / Serine,Serine / alpha-tocopherol,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Serine to alpha-tocopherol ratio；严格按 reportedTrait 中 'to' 分割：in=Serine, out=alpha-tocopherol；in/out 分属不同已知Subpathway",alpha-tocopherol/serine,serine/alpha-tocopherol
M_1172,GCST90200430,GCST90199677,Pyruvate,3-methyl-2-oxobutyrate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200778,-1.0,3-methyl-2-oxobutyrate / Pyruvate,Pyruvate / 3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate / Pyruvate,Pyruvate / 3-methyl-2-oxobutyrate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Pyruvate to 3-methyl-2-oxobutyrate ratio；严格按 reportedTrait 中 'to' 分割：in=Pyruvate, out=3-methyl-2-oxobutyrate；in/out 分属不同已知Subpathway",3-methyl-2-oxobutyrate/pyruvate,pyruvate/3-methyl-2-oxobutyrate
M_1173,GCST90200430,GCST90200314,Pyruvate,N-acetylneuraminate,一般氨基酸衍生物,General Amino Acid Derivatives,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,中,GCST90200779,-1.0,N-acetylneuraminate / Pyruvate,Pyruvate / N-acetylneuraminate,N-acetylneuraminate / Pyruvate,Pyruvate / N-acetylneuraminate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Pyruvate to N-acetylneuraminate ratio；严格按 reportedTrait 中 'to' 分割：in=Pyruvate, out=N-acetylneuraminate；in/out 命中相同Subpathway",n-acetylneuraminate/pyruvate,pyruvate/n-acetylneuraminate
M_1174,GCST90200435,GCST90200292,Mannose,trans-4-hydroxyproline,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200782,-1.0,trans-4-hydroxyproline / Mannose,Mannose / trans-4-hydroxyproline,trans-4-hydroxyproline / Mannose,Mannose / trans-4-hydroxyproline,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Mannose to trans-4-hydroxyproline ratio；严格按 reportedTrait 中 'to' 分割：in=Mannose, out=trans-4-hydroxyproline；in/out 分属不同已知Subpathway",trans-4-hydroxyproline/mannose,mannose/trans-4-hydroxyproline
M_1175,GCST90200435,GCST90199891,Mannose,S-methylcysteine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200783,-1.0,S-methylcysteine / Mannose,Mannose / S-methylcysteine,S-methylcysteine / Mannose,Mannose / S-methylcysteine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Mannose to S-methylcysteine ratio；严格按 reportedTrait 中 'to' 分割：in=Mannose, out=S-methylcysteine；in/out 分属不同已知Subpathway",s-methylcysteine/mannose,mannose/s-methylcysteine
M_1176,GCST90200412,GCST90200439,Glutamate,cysteine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200784,-1.0,cysteine / Glutamate,Glutamate / cysteine,cysteine / Glutamate,Glutamate / cysteine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Glutamate to cysteine ratio；严格按 reportedTrait 中 'to' 分割：in=Glutamate, out=cysteine；in/out 分属不同已知Subpathway",cysteine/glutamate,glutamate/cysteine
M_1177,GCST90200439,GCST90200280,Cysteine,5-oxoproline,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200785,-1.0,5-oxoproline / Cysteine,Cysteine / 5-oxoproline,5-oxoproline / Cysteine,Cysteine / 5-oxoproline,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Cysteine to 5-oxoproline ratio；严格按 reportedTrait 中 'to' 分割：in=Cysteine, out=5-oxoproline；in/out 分属不同已知Subpathway",5-oxoproline/cysteine,cysteine/5-oxoproline
M_1178,GCST90200439,GCST90200431,Cysteine,alanine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200786,-1.0,alanine / Cysteine,Cysteine / alanine,alanine / Cysteine,Cysteine / alanine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Cysteine to alanine ratio；严格按 reportedTrait 中 'to' 分割：in=Cysteine, out=alanine；in/out 分属不同已知Subpathway",alanine/cysteine,cysteine/alanine
M_1179,GCST90200419,GCST90200452,Glutamine,asparagine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200787,-1.0,asparagine / Glutamine,Glutamine / asparagine,asparagine / Glutamine,Glutamine / asparagine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Glutamine to asparagine ratio；严格按 reportedTrait 中 'to' 分割：in=Glutamine, out=asparagine；in/out 分属不同已知Subpathway",asparagine/glutamine,glutamine/asparagine
M_1180,GCST90200280,GCST90200304,5-oxoproline,citrate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200788,-1.0,citrate / 5-oxoproline,5-oxoproline / citrate,citrate / 5-oxoproline,5-oxoproline / citrate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=5-oxoproline to citrate ratio；严格按 reportedTrait 中 'to' 分割：in=5-oxoproline, out=citrate；in/out 分属不同已知Subpathway",citrate/5-oxoproline,5-oxoproline/citrate
M_1181,GCST90200302,GCST90199896,Alpha-tocopherol,sulfate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200789,-1.0,sulfate / Alpha-tocopherol,Alpha-tocopherol / sulfate,sulfate / Alpha-tocopherol,Alpha-tocopherol / sulfate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Alpha-tocopherol to sulfate ratio；严格按 reportedTrait 中 'to' 分割：in=Alpha-tocopherol, out=sulfate；in/out 分属不同已知Subpathway",sulfate/alpha-tocopherol,alpha-tocopherol/sulfate
M_1182,GCST90200293,GCST90200333,Thyroxine,taurocholate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200790,-1.0,taurocholate / Thyroxine,Thyroxine / taurocholate,taurocholate / Thyroxine,Thyroxine / taurocholate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Thyroxine to taurocholate ratio；严格按 reportedTrait 中 'to' 分割：in=Thyroxine, out=taurocholate；in/out 分属不同已知Subpathway",taurocholate/thyroxine,thyroxine/taurocholate
M_1183,GCST90200323,GCST90199621,Creatine,carnitine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200791,-1.0,carnitine / Creatine,Creatine / carnitine,carnitine / Creatine,Creatine / carnitine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Creatine to carnitine ratio；严格按 reportedTrait 中 'to' 分割：in=Creatine, out=carnitine；in/out 分属不同已知Subpathway",carnitine/creatine,creatine/carnitine
M_1184,GCST90199689,GCST90199811,Glycolithocholate,glycolithocholate sulfate,胆汁酸支路,Bile Acid Branch,类固醇-胆汁酸-葡萄糖醛酸化代谢,中,GCST90200793,-1.0,glycolithocholate sulfate / Glycolithocholate,Glycolithocholate / glycolithocholate sulfate,glycolithocholate sulfate / Glycolithocholate,Glycolithocholate / glycolithocholate sulfate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Glycolithocholate to glycolithocholate sulfate ratio；严格按 reportedTrait 中 'to' 分割：in=Glycolithocholate, out=glycolithocholate sulfate；in/out 命中相同Subpathway",glycolithocholate sulfate/glycolithocholate,glycolithocholate/glycolithocholate sulfate
M_1185,,,Oleoyl-linoleoyl-glycerol (18:1,18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1],ratio衍生待定支路,Ratio-derived Unresolved Branch,待定ratio模块,低,GCST90200794,-1.0,18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] / Oleoyl-linoleoyl-glycerol (18:1,Oleoyl-linoleoyl-glycerol (18:1 / 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1],18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] / Oleoyl-linoleoyl-glycerol (18:1,Oleoyl-linoleoyl-glycerol (18:1 / 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1],本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio；严格按 reportedTrait 中 'to' 分割：in=Oleoyl-linoleoyl-glycerol (18:1, out=18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1]；两侧均未命中现有Subpathway",18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1]/oleoyl-linoleoyl-glycerol (18:1,oleoyl-linoleoyl-glycerol (18:1/18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1]
M_1186,,,Oleoyl-linoleoyl-glycerol (18:1,18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2],ratio衍生待定支路,Ratio-derived Unresolved Branch,待定ratio模块,低,GCST90200795,-1.0,18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] / Oleoyl-linoleoyl-glycerol (18:1,Oleoyl-linoleoyl-glycerol (18:1 / 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2],18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] / Oleoyl-linoleoyl-glycerol (18:1,Oleoyl-linoleoyl-glycerol (18:1 / 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2],本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio；严格按 reportedTrait 中 'to' 分割：in=Oleoyl-linoleoyl-glycerol (18:1, out=18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2]；两侧均未命中现有Subpathway",18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2]/oleoyl-linoleoyl-glycerol (18:1,oleoyl-linoleoyl-glycerol (18:1/18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2]
M_1187,GCST90200423,GCST90200351,Spermidine,N-acetylputrescine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200797,-1.0,N-acetylputrescine / Spermidine,Spermidine / N-acetylputrescine,N-acetylputrescine / Spermidine,Spermidine / N-acetylputrescine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to N-acetylputrescine ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=N-acetylputrescine；in/out 分属不同已知Subpathway",n-acetylputrescine/spermidine,spermidine/n-acetylputrescine
M_1188,GCST90200016,GCST90200019,Dopamine 4-sulfate,dopamine 3-O-sulfate,葡糖醛酸/硫酸结合物,Glucuronide/Sulfate Conjugates,类固醇-胆汁酸-葡萄糖醛酸化代谢,中,GCST90200798,-1.0,dopamine 3-O-sulfate / Dopamine 4-sulfate,Dopamine 4-sulfate / dopamine 3-O-sulfate,dopamine 3-O-sulfate / Dopamine 4-sulfate,Dopamine 4-sulfate / dopamine 3-O-sulfate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Dopamine 4-sulfate to dopamine 3-O-sulfate ratio；严格按 reportedTrait 中 'to' 分割：in=Dopamine 4-sulfate, out=dopamine 3-O-sulfate；in/out 命中相同Subpathway",dopamine 3-o-sulfate/dopamine 4-sulfate,dopamine 4-sulfate/dopamine 3-o-sulfate
M_1189,GCST90200423,GCST90200355,Spermidine,adenosine 5'-diphosphate (ADP),跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200799,-1.0,adenosine 5'-diphosphate (ADP) / Spermidine,Spermidine / adenosine 5'-diphosphate (ADP),adenosine 5'-diphosphate (ADP) / Spermidine,Spermidine / adenosine 5'-diphosphate (ADP),本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to adenosine 5'-diphosphate (ADP) ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=adenosine 5'-diphosphate (ADP)；in/out 分属不同已知Subpathway",adenosine 5'-diphosphate (adp)/spermidine,spermidine/adenosine 5'-diphosphate (adp)
M_1190,GCST90200423,GCST90200377,Spermidine,histidine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200800,-1.0,histidine / Spermidine,Spermidine / histidine,histidine / Spermidine,Spermidine / histidine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to histidine ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=histidine；in/out 分属不同已知Subpathway",histidine/spermidine,spermidine/histidine
M_1191,GCST90200359,GCST90200393,5-methylthioadenosine (MTA),phosphate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200801,-1.0,phosphate / 5-methylthioadenosine (MTA),5-methylthioadenosine (MTA) / phosphate,phosphate / 5-methylthioadenosine (MTA),5-methylthioadenosine (MTA) / phosphate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=5-methylthioadenosine (MTA) to phosphate ratio；严格按 reportedTrait 中 'to' 分割：in=5-methylthioadenosine (MTA), out=phosphate；in/out 分属不同已知Subpathway",phosphate/5-methylthioadenosine (mta),5-methylthioadenosine (mta)/phosphate
M_1192,GCST90200377,GCST90200430,Histidine,pyruvate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200802,-1.0,pyruvate / Histidine,Histidine / pyruvate,pyruvate / Histidine,Histidine / pyruvate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Histidine to pyruvate ratio；严格按 reportedTrait 中 'to' 分割：in=Histidine, out=pyruvate；in/out 分属不同已知Subpathway",pyruvate/histidine,histidine/pyruvate
M_1193,GCST90200423,GCST90200393,Spermidine,phosphate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200803,-1.0,phosphate / Spermidine,Spermidine / phosphate,phosphate / Spermidine,Spermidine / phosphate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to phosphate ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=phosphate；in/out 分属不同已知Subpathway",phosphate/spermidine,spermidine/phosphate
M_1194,GCST90200423,GCST90200430,Spermidine,pyruvate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200804,-1.0,pyruvate / Spermidine,Spermidine / pyruvate,pyruvate / Spermidine,Spermidine / pyruvate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to pyruvate ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=pyruvate；in/out 分属不同已知Subpathway",pyruvate/spermidine,spermidine/pyruvate
M_1195,GCST90200423,GCST90199621,Spermidine,carnitine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200805,-1.0,carnitine / Spermidine,Spermidine / carnitine,carnitine / Spermidine,Spermidine / carnitine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to carnitine ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=carnitine；in/out 分属不同已知Subpathway",carnitine/spermidine,spermidine/carnitine
M_1196,GCST90200423,GCST90199879,Spermidine,ergothioneine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200806,-1.0,ergothioneine / Spermidine,Spermidine / ergothioneine,ergothioneine / Spermidine,Spermidine / ergothioneine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to ergothioneine ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=ergothioneine；in/out 分属不同已知Subpathway",ergothioneine/spermidine,spermidine/ergothioneine
M_1197,GCST90199621,GCST90199879,Carnitine,ergothioneine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200807,-1.0,ergothioneine / Carnitine,Carnitine / ergothioneine,ergothioneine / Carnitine,Carnitine / ergothioneine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Carnitine to ergothioneine ratio；严格按 reportedTrait 中 'to' 分割：in=Carnitine, out=ergothioneine；in/out 分属不同已知Subpathway",ergothioneine/carnitine,carnitine/ergothioneine
M_1198,GCST90200423,GCST90200327,Spermidine,choline,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200808,-1.0,choline / Spermidine,Spermidine / choline,choline / Spermidine,Spermidine / choline,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to choline ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=choline；in/out 分属不同已知Subpathway",choline/spermidine,spermidine/choline
M_1199,GCST90200423,GCST90200333,Spermidine,taurocholate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200809,-1.0,taurocholate / Spermidine,Spermidine / taurocholate,taurocholate / Spermidine,Spermidine / taurocholate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Spermidine to taurocholate ratio；严格按 reportedTrait 中 'to' 分割：in=Spermidine, out=taurocholate；in/out 分属不同已知Subpathway",taurocholate/spermidine,spermidine/taurocholate
M_1200,GCST90200455,GCST90199636,Alpha-ketoglutarate,kynurenine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200810,-1.0,kynurenine / Alpha-ketoglutarate,Alpha-ketoglutarate / kynurenine,kynurenine / Alpha-ketoglutarate,Alpha-ketoglutarate / kynurenine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Alpha-ketoglutarate to kynurenine ratio；严格按 reportedTrait 中 'to' 分割：in=Alpha-ketoglutarate, out=kynurenine；in/out 分属不同已知Subpathway",kynurenine/alpha-ketoglutarate,alpha-ketoglutarate/kynurenine
M_1201,GCST90200327,GCST90200333,Choline,taurocholate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200811,-1.0,taurocholate / Choline,Choline / taurocholate,taurocholate / Choline,Choline / taurocholate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Choline to taurocholate ratio；严格按 reportedTrait 中 'to' 分割：in=Choline, out=taurocholate；in/out 分属不同已知Subpathway",taurocholate/choline,choline/taurocholate
M_1202,GCST90200412,GCST90199636,Glutamate,kynurenine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200812,-1.0,kynurenine / Glutamate,Glutamate / kynurenine,kynurenine / Glutamate,Glutamate / kynurenine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Glutamate to kynurenine ratio；严格按 reportedTrait 中 'to' 分割：in=Glutamate, out=kynurenine；in/out 分属不同已知Subpathway",kynurenine/glutamate,glutamate/kynurenine
M_1203,GCST90200404,GCST90200412,Ornithine,glutamate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200813,-1.0,glutamate / Ornithine,Ornithine / glutamate,glutamate / Ornithine,Ornithine / glutamate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Ornithine to glutamate ratio；严格按 reportedTrait 中 'to' 分割：in=Ornithine, out=glutamate；in/out 分属不同已知Subpathway",glutamate/ornithine,ornithine/glutamate
M_1204,GCST90200455,GCST90200404,Alpha-ketoglutarate,ornithine,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200814,-1.0,ornithine / Alpha-ketoglutarate,Alpha-ketoglutarate / ornithine,ornithine / Alpha-ketoglutarate,Alpha-ketoglutarate / ornithine,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Alpha-ketoglutarate to ornithine ratio；严格按 reportedTrait 中 'to' 分割：in=Alpha-ketoglutarate, out=ornithine；in/out 分属不同已知Subpathway",ornithine/alpha-ketoglutarate,alpha-ketoglutarate/ornithine
M_1205,GCST90200308,GCST90200355,3-hydroxyisobutyrate,adenosine 5'-diphosphate (ADP),跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200815,-1.0,adenosine 5'-diphosphate (ADP) / 3-hydroxyisobutyrate,3-hydroxyisobutyrate / adenosine 5'-diphosphate (ADP),adenosine 5'-diphosphate (ADP) / 3-hydroxyisobutyrate,3-hydroxyisobutyrate / adenosine 5'-diphosphate (ADP),本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio；严格按 reportedTrait 中 'to' 分割：in=3-hydroxyisobutyrate, out=adenosine 5'-diphosphate (ADP)；in/out 分属不同已知Subpathway",adenosine 5'-diphosphate (adp)/3-hydroxyisobutyrate,3-hydroxyisobutyrate/adenosine 5'-diphosphate (adp)
M_1206,GCST90200455,GCST90200370,Alpha-ketoglutarate,aspartate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200816,-1.0,aspartate / Alpha-ketoglutarate,Alpha-ketoglutarate / aspartate,aspartate / Alpha-ketoglutarate,Alpha-ketoglutarate / aspartate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=Alpha-ketoglutarate to aspartate ratio；严格按 reportedTrait 中 'to' 分割：in=Alpha-ketoglutarate, out=aspartate；in/out 分属不同已知Subpathway",aspartate/alpha-ketoglutarate,alpha-ketoglutarate/aspartate
M_1207,GCST90200308,GCST90200393,3-hydroxyisobutyrate,phosphate,跨支路ratio模块,Cross-branch Ratio Module,跨通路ratio模块,低,GCST90200817,-1.0,phosphate / 3-hydroxyisobutyrate,3-hydroxyisobutyrate / phosphate,phosphate / 3-hydroxyisobutyrate,3-hydroxyisobutyrate / phosphate,本行为由未匹配ratio直接生成的新模块：严格按 reportedTrait 中 'to' 分割，并去除末尾 ratio；to 前边=in，to 后边=out；因此 direction_sign=-1。,"来源reportedTrait=3-hydroxyisobutyrate to phosphate ratio；严格按 reportedTrait 中 'to' 分割：in=3-hydroxyisobutyrate, out=phosphate；in/out 分属不同已知Subpathway",phosphate/3-hydroxyisobutyrate,3-hydroxyisobutyrate/phosphate
